Lon,Lat,"PGA %g[Boore,2008]",Rup Dist(km)
100.94,13.7,0.06024929,234.421451
100.99,13.7,0.056558235,238.9055692
101.04,13.7,0.053077329,243.4265284
101.09,13.7,0.049796933,247.9823137
97.14,13.75,0.048623953,249.6883808
97.19,13.75,0.051884709,245.0476766
97.24,13.75,0.055351935,240.4382764
97.29,13.75,0.059036551,235.8620154
97.34,13.75,0.062949668,231.3208606
97.39,13.75,0.06710251,226.8169205
97.44,13.75,0.071506321,222.3524566
97.49,13.75,0.076172243,217.929895
97.54,13.75,0.081111177,213.5518391
97.59,13.75,0.086333609,209.2210828
97.64,13.75,0.091849408,204.9406246
97.69,13.75,0.097667581,200.7136827
97.74,13.75,0.103795997,196.5437098
97.79,13.75,0.110241054,192.4344094
97.84,13.75,0.117007311,188.3897521
97.89,13.75,0.124097054,184.413991
97.94,13.75,0.131509819,180.5116786
97.99,13.75,0.139241854,176.6876816
98.04,13.75,0.147285535,172.9471947
98.09,13.75,0.155628726,169.2957535
98.14,13.75,0.164254103,165.7392434
98.19,13.75,0.173138461,162.2839059
98.24,13.75,0.182252003,158.9363397
98.29,13.75,0.191557662,155.703496
98.34,13.75,0.20101048,152.5926667
98.39,13.75,0.210557094,149.6114629
98.44,13.75,0.220135372,146.7677839
98.49,13.75,0.229674283,144.0697734
98.54,13.75,0.239094045,141.5257625
98.59,13.75,0.248306625,139.1441985
98.64,13.75,0.25721667,136.9335574
98.69,13.75,0.265722894,134.9022422
98.74,13.75,0.273719961,133.0584662
98.79,13.75,0.281100872,131.4101234
98.84,13.75,0.287759783,129.9646502
98.89,13.75,0.293595191,128.7288807
98.94,13.75,0.298513328,127.7089025
98.99,13.75,0.302431589,126.9099189
99.04,13.75,0.305281776,126.3361226
99.09,13.75,0.307012928,125.9905905
99.14,13.75,0.307593534,125.8752024
99.19,13.75,0.307012928,125.9905905
99.24,13.75,0.305281776,126.3361226
99.29,13.75,0.302431589,126.9099189
99.34,13.75,0.298513328,127.7089025
99.39,13.75,0.293595191,128.7288807
99.44,13.75,0.287759783,129.9646502
99.49,13.75,0.281100872,131.4101234
99.54,13.75,0.273719961,133.0584662
99.59,13.75,0.265722894,134.9022422
99.64,13.75,0.25721667,136.9335574
99.69,13.75,0.248306625,139.1441985
99.74,13.75,0.239094045,141.5257625
99.79,13.75,0.229674283,144.0697734
99.84,13.75,0.220135372,146.7677839
99.89,13.75,0.210557094,149.6114629
99.94,13.75,0.20101048,152.5926667
99.99,13.75,0.191557662,155.703496
100.04,13.75,0.182252003,158.9363397
100.09,13.75,0.173138461,162.2839059
100.14,13.75,0.164254103,165.7392434
100.19,13.75,0.155628726,169.2957535
100.24,13.75,0.147285535,172.9471947
100.29,13.75,0.139241854,176.6876816
100.34,13.75,0.131509819,180.5116786
100.39,13.75,0.124097054,184.413991
100.44,13.75,0.117007311,188.3897521
100.49,13.75,0.110241054,192.4344094
100.54,13.75,0.103795997,196.5437098
100.59,13.75,0.097667581,200.7136827
100.64,13.75,0.091849408,204.9406246
100.69,13.75,0.086333609,209.2210828
100.74,13.75,0.081111177,213.5518391
100.79,13.75,0.076172243,217.929895
100.84,13.75,0.071506321,222.3524566
100.89,13.75,0.06710251,226.8169205
100.94,13.75,0.062949668,231.3208606
100.99,13.75,0.059036551,235.8620154
101.04,13.75,0.055351935,240.4382764
101.09,13.75,0.051884709,245.0476766
97.14,13.8,0.050558777,246.896705
97.19,13.8,0.053995353,242.2045445
97.24,13.8,0.057654721,237.5419955
97.29,13.8,0.061549299,232.9108363
97.34,13.8,0.065691817,228.3129771
97.39,13.8,0.07009525,223.7504706
97.44,13.8,0.074772722,219.2255243
97.49,13.8,0.079737396,214.7405124
97.54,13.8,0.085002326,210.2979901
97.59,13.8,0.09058029,205.9007076
97.64,13.8,0.096483573,201.5516259
97.69,13.8,0.102723719,197.2539334
97.74,13.8,0.109311227,193.0110628
97.79,13.8,0.116255204,188.8267095
97.84,13.8,0.123562948,184.7048508
97.89,13.8,0.131239476,180.6497644
97.94,13.8,0.139286977,176.6660483
97.99,13.8,0.147704199,172.7586399
98.04,13.8,0.156485759,168.9328342
98.09,13.8,0.165621386,165.194301
98.14,13.8,0.175095097,161.5490993
98.19,13.8,0.18488433,158.0036888
98.24,13.8,0.194959038,154.5649366
98.29,13.8,0.205280788,151.2401183
98.34,13.8,0.215801906,148.0369106
98.39,13.8,0.226464702,144.9633755
98.44,13.8,0.237200874,142.0279315
98.49,13.8,0.247931137,139.2393128
98.54,13.8,0.258565187,136.6065112
98.59,13.8,0.269002098,134.138702
98.64,13.8,0.279131218,131.8451502
98.69,13.8,0.288833688,129.735098
98.74,13.8,0.297984598,127.8176337
98.79,13.8,0.306455825,126.1015427
98.84,13.8,0.314119506,124.5951463
98.89,13.8,0.320852036,123.3061298
98.94,13.8,0.326538422,122.2413703
98.99,13.8,0.33107675,121.4067682
99.04,13.8,0.334382466,120.8070938
99.09,13.8,0.336392151,120.445856
99.14,13.8,0.337066487,120.3252024
99.19,13.8,0.336392151,120.445856
99.24,13.8,0.334382466,120.8070938
99.29,13.8,0.33107675,121.4067682
99.34,13.8,0.326538422,122.2413703
99.39,13.8,0.320852036,123.3061298
99.44,13.8,0.314119506,124.5951463
99.49,13.8,0.306455825,126.1015427
99.54,13.8,0.297984598,127.8176337
99.59,13.8,0.288833688,129.735098
99.64,13.8,0.279131218,131.8451502
99.69,13.8,0.269002098,134.138702
99.74,13.8,0.258565187,136.6065112
99.79,13.8,0.247931137,139.2393128
99.84,13.8,0.237200874,142.0279315
99.89,13.8,0.226464702,144.9633755
99.94,13.8,0.215801906,148.0369106
99.99,13.8,0.205280788,151.2401183
100.04,13.8,0.194959038,154.5649366
100.09,13.8,0.18488433,158.0036888
100.14,13.8,0.175095097,161.5490993
100.19,13.8,0.165621386,165.194301
100.24,13.8,0.156485759,168.9328342
100.29,13.8,0.147704199,172.7586399
100.34,13.8,0.139286977,176.6660483
100.39,13.8,0.131239476,180.6497644
100.44,13.8,0.123562948,184.7048508
100.49,13.8,0.116255204,188.8267095
100.54,13.8,0.109311227,193.0110628
100.59,13.8,0.102723719,197.2539334
100.64,13.8,0.096483573,201.5516259
100.69,13.8,0.09058029,205.9007076
100.74,13.8,0.085002326,210.2979901
100.79,13.8,0.079737396,214.7405124
100.84,13.8,0.074772722,219.2255243
100.89,13.8,0.07009525,223.7504706
100.94,13.8,0.065691817,228.3129771
100.99,13.8,0.061549299,232.9108363
101.04,13.8,0.057654721,237.5419955
101.09,13.8,0.053995353,242.2045445
97.14,13.85,0.052505393,244.1991335
97.19,13.85,0.056121727,239.4561771
97.24,13.85,0.05997795,234.7410904
97.29,13.85,0.06408811,230.055587
97.34,13.85,0.068466714,225.4015119
97.39,13.85,0.073128662,220.7808525
97.44,13.85,0.07808917,216.1957515
97.49,13.85,0.083363657,211.6485198
97.54,13.85,0.088967607,207.1416513
97.59,13.85,0.094916402,202.6778388
97.64,13.85,0.101225105,198.2599904
97.69,13.85,0.107908203,193.8912482
97.74,13.85,0.114979294,189.5750069
97.79,13.85,0.122450709,185.3149353
97.84,13.85,0.130333076,181.1149967
97.89,13.85,0.138634787,176.9794725
97.94,13.85,0.147361399,172.9129844
97.99,13.85,0.156514934,168.9205183
98.04,13.85,0.166093079,165.0074473
98.09,13.85,0.176088302,161.1795542
98.14,13.85,0.186486854,157.4430517
98.19,13.85,0.197267706,153.8046007
98.24,13.85,0.20840141,150.2713236
98.29,13.85,0.219848922,146.8508122
98.34,13.85,0.23156044,143.5511276
98.39,13.85,0.243474309,140.3807902
98.44,13.85,0.25551608,137.3487573
98.49,13.85,0.267597809,134.464385
98.54,13.85,0.279617734,131.7373727
98.59,13.85,0.291460446,129.1776867
98.64,13.85,0.302997693,126.795461
98.69,13.85,0.31408995,124.6008748
98.74,13.85,0.324588854,122.6040043
98.79,13.85,0.334340555,120.8146539
98.84,13.85,0.343189967,119.242166
98.89,13.85,0.350985808,117.8952185
98.94,13.85,0.357586206,116.7816158
98.99,13.85,0.362864561,115.9080836
99.04,13.85,0.366715247,115.2800796
99.09,13.85,0.369058699,114.9016297
99.14,13.85,0.369845446,114.7752024
99.19,13.85,0.369058699,114.9016297
99.24,13.85,0.366715247,115.2800796
99.29,13.85,0.362864561,115.9080836
99.34,13.85,0.357586206,116.7816158
99.39,13.85,0.350985808,117.8952185
99.44,13.85,0.343189967,119.242166
99.49,13.85,0.334340555,120.8146539
99.54,13.85,0.324588854,122.6040043
99.59,13.85,0.31408995,124.6008748
99.64,13.85,0.302997693,126.795461
99.69,13.85,0.291460446,129.1776867
99.74,13.85,0.279617734,131.7373727
99.79,13.85,0.267597809,134.464385
99.84,13.85,0.25551608,137.3487573
99.89,13.85,0.243474309,140.3807902
99.94,13.85,0.23156044,143.5511276
99.99,13.85,0.219848922,146.8508122
100.04,13.85,0.20840141,150.2713236
100.09,13.85,0.197267706,153.8046007
100.14,13.85,0.186486854,157.4430517
100.19,13.85,0.176088302,161.1795542
100.24,13.85,0.166093079,165.0074473
100.29,13.85,0.156514934,168.9205183
100.34,13.85,0.147361399,172.9129844
100.39,13.85,0.138634787,176.9794725
100.44,13.85,0.130333076,181.1149967
100.49,13.85,0.122450709,185.3149353
100.54,13.85,0.114979294,189.5750069
100.59,13.85,0.107908203,193.8912482
100.64,13.85,0.101225105,198.2599904
100.69,13.85,0.094916402,202.6778388
100.74,13.85,0.088967607,207.1416513
100.79,13.85,0.083363657,211.6485198
100.84,13.85,0.07808917,216.1957515
100.89,13.85,0.073128662,220.7808525
100.94,13.85,0.068466714,225.4015119
100.99,13.85,0.06408811,230.055587
101.04,13.85,0.05997795,234.7410904
101.09,13.85,0.056121727,239.4561771
97.14,13.9,0.054456592,241.5988188
97.19,13.9,0.058255954,236.8058739
97.24,13.9,0.06231303,232.0390148
97.29,13.9,0.066643632,227.2998827
97.34,13.9,0.071264197,222.5902487
97.39,13.9,0.076191739,217.9120251
97.44,13.9,0.081443775,213.2672793
97.49,13.9,0.087038229,208.6582467
97.54,13.9,0.092993307,204.0873471
97.59,13.9,0.099327327,199.5572008
97.64,13.9,0.106058517,195.070647
97.69,13.9,0.113204754,190.6307636
97.74,13.9,0.120783243,186.2408886
97.79,13.9,0.128810126,181.9046424
97.84,13.9,0.137300016,177.6259528
97.89,13.9,0.14626543,173.4090801
97.94,13.9,0.155716122,169.2586447
97.99,13.9,0.165658306,165.1796549
98.04,13.9,0.176093745,161.1775349
98.09,13.9,0.187018723,157.2581538
98.14,13.9,0.198422865,153.4278525
98.19,13.9,0.210287845,149.6934692
98.24,13.9,0.222585968,146.0623611
98.29,13.9,0.23527867,142.5424208
98.34,13.9,0.248314974,139.1420854
98.39,13.9,0.261629971,135.8703351
98.44,13.9,0.275143418,132.7366783
98.49,13.9,0.288758581,129.751121
98.54,13.9,0.302361463,126.9241145
98.59,13.9,0.315820608,124.2664801
98.64,13.9,0.328987666,121.7893062
98.69,13.9,0.341698917,119.5038157
98.74,13.9,0.353777929,117.4212017
98.79,13.9,0.365039467,115.5524343
98.84,13.9,0.375294671,113.9080389
98.89,13.9,0.384357405,112.4978551
98.94,13.9,0.39205151,111.3307832
98.99,13.9,0.398218556,110.4145324
99.04,13.9,0.402725501,109.7553846
99.09,13.9,0.405471637,109.3579889
99.14,13.9,0.406394134,109.2252024
99.19,13.9,0.405471637,109.3579889
99.24,13.9,0.402725501,109.7553846
99.29,13.9,0.398218556,110.4145324
99.34,13.9,0.39205151,111.3307832
99.39,13.9,0.384357405,112.4978551
99.44,13.9,0.375294671,113.9080389
99.49,13.9,0.365039467,115.5524343
99.54,13.9,0.353777929,117.4212017
99.59,13.9,0.341698917,119.5038157
99.64,13.9,0.328987666,121.7893062
99.69,13.9,0.315820608,124.2664801
99.74,13.9,0.302361463,126.9241145
99.79,13.9,0.288758581,129.751121
99.84,13.9,0.275143418,132.7366783
99.89,13.9,0.261629971,135.8703351
99.94,13.9,0.248314974,139.1420854
99.99,13.9,0.23527867,142.5424208
100.04,13.9,0.222585968,146.0623611
100.09,13.9,0.210287845,149.6934692
100.14,13.9,0.198422865,153.4278525
100.19,13.9,0.187018723,157.2581538
100.24,13.9,0.176093745,161.1775349
100.29,13.9,0.165658306,165.1796549
100.34,13.9,0.155716122,169.2586447
100.39,13.9,0.14626543,173.4090801
100.44,13.9,0.137300016,177.6259528
100.49,13.9,0.128810126,181.9046424
100.54,13.9,0.120783243,186.2408886
100.59,13.9,0.113204754,190.6307636
100.64,13.9,0.106058517,195.070647
100.69,13.9,0.099327327,199.5572008
100.74,13.9,0.092993307,204.0873471
100.79,13.9,0.087038229,208.6582467
100.84,13.9,0.081443775,213.2672793
100.89,13.9,0.076191739,217.9120251
100.94,13.9,0.071264197,222.5902487
100.99,13.9,0.066643632,227.2998827
101.04,13.9,0.06231303,232.0390148
101.09,13.9,0.058255954,236.8058739
97.14,13.95,0.056404534,239.098934
97.19,13.95,0.060389428,234.2569635
97.24,13.95,0.064650523,229.4392607
97.29,13.95,0.069205527,224.6473869
97.34,13.95,0.074072966,219.8830308
97.39,13.95,0.079272147,215.1480205
97.44,13.95,0.084823108,210.4443368
97.49,13.95,0.090746536,205.774128
97.54,13.95,0.097063652,201.1397258
97.59,13.95,0.103796067,196.5436632
97.64,13.95,0.110965585,191.9886936
97.69,13.95,0.118593947,187.4778122
97.74,13.95,0.126702521,183.0142792
97.79,13.95,0.135311902,178.6016444
97.84,13.95,0.144441426,174.2437749
97.89,13.95,0.154108575,169.9448836
97.94,13.95,0.164328259,165.7095608
97.99,13.95,0.175111959,161.5428064
98.04,13.95,0.186466714,157.4500644
98.09,13.95,0.198393938,153.4372573
98.14,13.95,0.210888051,149.5108215
98.19,13.95,0.223934932,145.6777412
98.24,13.95,0.237510185,141.9455794
98.29,13.95,0.251577251,138.3225051
98.34,13.95,0.266085396,134.8173135
98.39,13.95,0.28096766,131.4394359
98.44,13.95,0.296138849,128.1989364
98.49,13.95,0.311493738,125.1064905
98.54,13.95,0.326905653,122.1733413
98.59,13.95,0.342225684,119.4112281
98.64,13.95,0.357282797,116.8322821
98.69,13.95,0.371885122,114.4488863
98.74,13.95,0.385822727,112.2734951
98.79,13.95,0.398872068,110.3184142
98.84,13.95,0.410802245,108.5955433
98.89,13.95,0.421382985,107.1160876
98.94,13.95,0.430394069,105.8902503
98.99,13.95,0.437635635,104.9269208
99.04,13.95,0.442938603,104.2333774
99.09,13.95,0.446174246,103.8150275
99.14,13.95,0.447261946,103.6752024
99.19,13.95,0.446174246,103.8150275
99.24,13.95,0.442938603,104.2333774
99.29,13.95,0.437635635,104.9269208
99.34,13.95,0.430394069,105.8902503
99.39,13.95,0.421382985,107.1160876
99.44,13.95,0.410802245,108.5955433
99.49,13.95,0.398872068,110.3184142
99.54,13.95,0.385822727,112.2734951
99.59,13.95,0.371885122,114.4488863
99.64,13.95,0.357282797,116.8322821
99.69,13.95,0.342225684,119.4112281
99.74,13.95,0.326905653,122.1733413
99.79,13.95,0.311493738,125.1064905
99.84,13.95,0.296138849,128.1989364
99.89,13.95,0.28096766,131.4394359
99.94,13.95,0.266085396,134.8173135
99.99,13.95,0.251577251,138.3225051
100.04,13.95,0.237510185,141.9455794
100.09,13.95,0.223934932,145.6777412
100.14,13.95,0.210888051,149.5108215
100.19,13.95,0.198393938,153.4372573
100.24,13.95,0.186466714,157.4500644
100.29,13.95,0.175111959,161.5428064
100.34,13.95,0.164328259,165.7095608
100.39,13.95,0.154108575,169.9448836
100.44,13.95,0.144441426,174.2437749
100.49,13.95,0.135311902,178.6016444
100.54,13.95,0.126702521,183.0142792
100.59,13.95,0.118593947,187.4778122
100.64,13.95,0.110965585,191.9886936
100.69,13.95,0.103796067,196.5436632
100.74,13.95,0.097063652,201.1397258
100.79,13.95,0.090746536,205.774128
100.84,13.95,0.084823108,210.4443368
100.89,13.95,0.079272147,215.1480205
100.94,13.95,0.074072966,219.8830308
100.99,13.95,0.069205527,224.6473869
101.04,13.95,0.064650523,229.4392607
101.09,13.95,0.060389428,234.2569635
97.14,14,0.05834078,236.7026614
97.19,14,0.062512838,231.8127907
97.24,14,0.066980165,226.9453446
97.29,14,0.071762491,222.1017975
97.34,14,0.076880582,217.2837476
97.39,14,0.082356225,212.4929292
97.44,14,0.088212192,207.7312264
97.49,14,0.094472188,203.0006882
97.54,14,0.10116076,198.3035448
97.59,14,0.10830317,193.6422264
97.64,14,0.115925225,189.0193834
97.69,14,0.124053039,184.4379089
97.74,14,0.132712735,179.9009636
97.79,14,0.141930053,175.4120025
97.84,14,0.151729865,170.9748053
97.89,14,0.162135557,166.5935082
97.94,14,0.17316828,162.2726391
97.99,14,0.184846025,158.0171551
98.04,14,0.197182513,153.8324826
98.09,14,0.210185868,149.7245591
98.14,14,0.223857051,145.6998764
98.19,14,0.23818804,141.7655243
98.24,14,0.253159752,137.9292328
98.29,14,0.268739696,134.1994118
98.34,14,0.284879421,130.5851848
98.39,14,0.301511781,127.0964135
98.44,14,0.318548165,123.7437097
98.49,14,0.335875821,120.5384276
98.54,14,0.353355531,117.4926332
98.59,14,0.370819918,114.6190415
98.64,14,0.388072767,111.9309162
98.69,14,0.404889787,109.4419244
98.74,14,0.421021247,107.165942
98.79,14,0.436196879,105.1168061
98.84,14,0.45013332,103.3080163
98.89,14,0.462544112,101.7523907
98.94,14,0.473151955,100.4616907
98.99,14,0.481702541,99.44623203
99.04,14,0.487978855,98.71450923
99.09,14,0.49181457,98.2728604
99.14,14,0.493105049,98.1252024
99.19,14,0.49181457,98.2728604
99.24,14,0.487978855,98.71450923
99.29,14,0.481702541,99.44623203
99.34,14,0.473151955,100.4616907
99.39,14,0.462544112,101.7523907
99.44,14,0.45013332,103.3080163
99.49,14,0.436196879,105.1168061
99.54,14,0.421021247,107.165942
99.59,14,0.404889787,109.4419244
99.64,14,0.388072767,111.9309162
99.69,14,0.370819918,114.6190415
99.74,14,0.353355531,117.4926332
99.79,14,0.335875821,120.5384276
99.84,14,0.318548165,123.7437097
99.89,14,0.301511781,127.0964135
99.94,14,0.284879421,130.5851848
99.99,14,0.268739696,134.1994118
100.04,14,0.253159752,137.9292328
100.09,14,0.23818804,141.7655243
100.14,14,0.223857051,145.6998764
100.19,14,0.210185868,149.7245591
100.24,14,0.197182513,153.8324826
100.29,14,0.184846025,158.0171551
100.34,14,0.17316828,162.2726391
100.39,14,0.162135557,166.5935082
100.44,14,0.151729865,170.9748053
100.49,14,0.141930053,175.4120025
100.54,14,0.132712735,179.9009636
100.59,14,0.124053039,184.4379089
100.64,14,0.115925225,189.0193834
100.69,14,0.10830317,193.6422264
100.74,14,0.10116076,198.3035448
100.79,14,0.094472188,203.0006882
100.84,14,0.088212192,207.7312264
100.89,14,0.082356225,212.4929292
100.94,14,0.076880582,217.2837476
100.99,14,0.071762491,222.1017975
101.04,14,0.066980165,226.9453446
101.09,14,0.062512838,231.8127907
97.14,14.05,0.06025633,234.4131787
97.19,14.05,0.064616208,229.4767024
97.24,14.05,0.069290902,224.560793
97.29,14.05,0.074302287,219.6668313
97.34,14.05,0.079673512,214.7963174
97.39,14.05,0.085429015,209.9508834
97.44,14.05,0.091594516,205.1323063
97.49,14.05,0.098196993,200.3425241
97.54,14.05,0.10526462,195.5836523
97.59,14.05,0.112826679,190.8580031
97.64,14.05,0.120913417,186.1681064
97.69,14.05,0.129555842,181.5167336
97.74,14.05,0.138785455,176.9069233
97.79,14.05,0.148633885,172.3420107
97.84,14.05,0.159132411,167.8256596
97.89,14.05,0.170311358,163.3618976
97.94,14.05,0.182199325,158.9551553
97.99,14.05,0.194822221,154.6103081
98.04,14.05,0.208202078,150.332723
98.09,14.05,0.222355591,146.1283067
98.14,14.05,0.237292371,142.0035586
98.19,14.05,0.253012844,137.9656244
98.24,14.05,0.269505803,134.022351
98.29,14.05,0.286745564,130.1823408
98.34,14.05,0.304688764,126.4550012
98.39,14.05,0.323270828,122.8505883
98.44,14.05,0.342402215,119.3802369
98.49,14.05,0.361964601,116.0559739
98.54,14.05,0.381807279,112.8907056
98.59,14.05,0.401744138,109.8981709
98.64,14.05,0.421551713,107.092851
98.69,14.05,0.440968917,104.4898259
98.74,14.05,0.459699114,102.1045685
98.79,14.05,0.477415206,99.95267036
98.84,14.05,0.493768263,98.04949734
98.89,14.05,0.50839993,96.40978041
98.94,14.05,0.520958388,95.04715567
98.99,14.05,0.531117005,93.97367746
99.04,14.05,0.538594205,93.19933757
99.09,14.05,0.543172486,92.73163001
99.14,14.05,0.544714276,92.5752024
99.19,14.05,0.543172486,92.73163001
99.24,14.05,0.538594205,93.19933757
99.29,14.05,0.531117005,93.97367746
99.34,14.05,0.520958388,95.04715567
99.39,14.05,0.50839993,96.40978041
99.44,14.05,0.493768263,98.04949734
99.49,14.05,0.477415206,99.95267036
99.54,14.05,0.459699114,102.1045685
99.59,14.05,0.440968917,104.4898259
99.64,14.05,0.421551713,107.092851
99.69,14.05,0.401744138,109.8981709
99.74,14.05,0.381807279,112.8907056
99.79,14.05,0.361964601,116.0559739
99.84,14.05,0.342402215,119.3802369
99.89,14.05,0.323270828,122.8505883
99.94,14.05,0.304688764,126.4550012
99.99,14.05,0.286745564,130.1823408
100.04,14.05,0.269505803,134.022351
100.09,14.05,0.253012844,137.9656244
100.14,14.05,0.237292371,142.0035586
100.19,14.05,0.222355591,146.1283067
100.24,14.05,0.208202078,150.332723
100.29,14.05,0.194822221,154.6103081
100.34,14.05,0.182199325,158.9551553
100.39,14.05,0.170311358,163.3618976
100.44,14.05,0.159132411,167.8256596
100.49,14.05,0.148633885,172.3420107
100.54,14.05,0.138785455,176.9069233
100.59,14.05,0.129555842,181.5167336
100.64,14.05,0.120913417,186.1681064
100.69,14.05,0.112826679,190.8580031
100.74,14.05,0.10526462,195.5836523
100.79,14.05,0.098196993,200.3425241
100.84,14.05,0.091594516,205.1323063
100.89,14.05,0.085429015,209.9508834
100.94,14.05,0.079673512,214.7963174
100.99,14.05,0.074302287,219.6668313
101.04,14.05,0.069290902,224.560793
101.09,14.05,0.064616208,229.4767024
97.14,14.1,0.062141667,232.2336442
97.19,14.1,0.066688948,227.2520318
97.24,14.1,0.071570953,222.2891254
97.29,14.1,0.076811807,217.3462063
97.34,14.1,0.082437178,212.4246699
97.39,14.1,0.088474318,207.5260375
97.44,14.1,0.094952093,202.6519699
97.49,14.1,0.101900995,197.8042832
97.54,14.1,0.109353125,192.9849653
97.59,14.1,0.117342144,188.1961957
97.64,14.1,0.125903175,183.4403668
97.69,14.1,0.135072652,178.7201083
97.74,14.1,0.144888095,174.0383144
97.79,14.1,0.155387788,169.3981745
97.84,14.1,0.166610351,164.8032069
97.89,14.1,0.178594153,160.2572973
97.94,14.1,0.191376566,155.764741
97.99,14.1,0.204992985,151.3302897
98.04,14.1,0.219475596,146.9592034
98.09,14.1,0.234851828,142.6573068
98.14,14.1,0.251142435,138.4310506
98.19,14.1,0.268359144,134.2875765
98.24,14.1,0.28650183,130.234786
98.29,14.1,0.305555144,126.2814104
98.34,14.1,0.325484593,122.4370802
98.39,14.1,0.346232062,118.7123895
98.44,14.1,0.367710866,115.118952
98.49,14.1,0.389800464,111.6694392
98.54,14.1,0.412341143,108.3775946
98.59,14.1,0.435129086,105.2582123
98.64,14.1,0.457912464,102.3270655
98.69,14.1,0.480389367,99.60077439
98.74,14.1,0.502208578,97.09659643
98.79,14.1,0.522974262,94.83212887
98.84,14.1,0.542255557,92.82491661
98.89,14.1,0.559601724,91.09196711
98.94,14.1,0.574562849,89.64918655
98.99,14.1,0.586715165,88.51076587
99.04,14.1,0.595688941,87.68855998
99.09,14.1,0.601195907,87.19151494
99.14,14.1,0.603052568,87.0252024
99.19,14.1,0.601195907,87.19151494
99.24,14.1,0.595688941,87.68855998
99.29,14.1,0.586715165,88.51076587
99.34,14.1,0.574562849,89.64918655
99.39,14.1,0.559601724,91.09196711
99.44,14.1,0.542255557,92.82491661
99.49,14.1,0.522974262,94.83212887
99.54,14.1,0.502208578,97.09659643
99.59,14.1,0.480389367,99.60077439
99.64,14.1,0.457912464,102.3270655
99.69,14.1,0.435129086,105.2582123
99.74,14.1,0.412341143,108.3775946
99.79,14.1,0.389800464,111.6694392
99.84,14.1,0.367710866,115.118952
99.89,14.1,0.346232062,118.7123895
99.94,14.1,0.325484593,122.4370802
99.99,14.1,0.305555144,126.2814104
100.04,14.1,0.28650183,130.234786
100.09,14.1,0.268359144,134.2875765
100.14,14.1,0.251142435,138.4310506
100.19,14.1,0.234851828,142.6573068
100.24,14.1,0.219475596,146.9592034
100.29,14.1,0.204992985,151.3302897
100.34,14.1,0.191376566,155.764741
100.39,14.1,0.178594153,160.2572973
100.44,14.1,0.166610351,164.8032069
100.49,14.1,0.155387788,169.3981745
100.54,14.1,0.144888095,174.0383144
100.59,14.1,0.135072652,178.7201083
100.64,14.1,0.125903175,183.4403668
100.69,14.1,0.117342144,188.1961957
100.74,14.1,0.109353125,192.9849653
100.79,14.1,0.101900995,197.8042832
100.84,14.1,0.094952093,202.6519699
100.89,14.1,0.088474318,207.5260375
100.94,14.1,0.082437178,212.4246699
100.99,14.1,0.076811807,217.3462063
101.04,14.1,0.071570953,222.2891254
101.09,14.1,0.066688948,227.2520318
97.14,14.15,0.063986832,230.1671817
97.19,14.15,0.068719929,225.142082
97.24,14.15,0.073807879,220.1338367
97.29,14.15,0.079277152,215.1436228
97.34,14.15,0.085156049,210.1727247
97.39,14.15,0.091474781,205.2225459
97.44,14.15,0.098265542,200.2946228
97.49,14.15,0.105562564,195.3906393
97.54,14.15,0.113402152,190.5124439
97.59,14.15,0.121822689,185.6620696
97.64,14.15,0.1308646,180.8417548
97.69,14.15,0.140570268,176.0539686
97.74,14.15,0.15098387,171.3014385
97.79,14.15,0.162151135,166.5871821
97.84,14.15,0.174118976,161.9145424
97.89,14.15,0.186934977,157.2872285
97.94,14.15,0.200646694,152.7093608
97.99,14.15,0.215300718,148.1855218
98.04,14.15,0.230941442,143.7208137
98.09,14.15,0.247609475,139.3209213
98.14,14.15,0.265339609,134.9921825
98.19,14.15,0.284158265,130.741665
98.24,14.15,0.304080318,126.5772491
98.29,14.15,0.325105205,122.5077158
98.34,14.15,0.347212246,118.5428373
98.39,14.15,0.370355113,114.6934676
98.44,14.15,0.394455464,110.9716278
98.49,14.15,0.419395847,107.3905779
98.54,14.15,0.445012124,103.9648675
98.59,14.15,0.471085894,100.7103497
98.64,14.15,0.497337658,97.64414365
98.69,14.15,0.523421811,94.78452645
98.74,14.15,0.548924887,92.15073262
98.79,14.15,0.573368742,89.76264254
98.84,14.15,0.596220415,87.64034386
98.89,14.15,0.616910086,85.80356141
98.94,14.15,0.634857719,84.27096674
98.99,14.15,0.649507527,83.05939996
99.04,14.15,0.660367588,82.18306038
99.09,14.15,0.667050049,81.65274219
99.14,14.15,0.669306125,81.4752024
99.19,14.15,0.667050049,81.65274219
99.24,14.15,0.660367588,82.18306038
99.29,14.15,0.649507527,83.05939996
99.34,14.15,0.634857719,84.27096674
99.39,14.15,0.616910086,85.80356141
99.44,14.15,0.596220415,87.64034386
99.49,14.15,0.573368742,89.76264254
99.54,14.15,0.548924887,92.15073262
99.59,14.15,0.523421811,94.78452645
99.64,14.15,0.497337658,97.64414365
99.69,14.15,0.471085894,100.7103497
99.74,14.15,0.445012124,103.9648675
99.79,14.15,0.419395847,107.3905779
99.84,14.15,0.394455464,110.9716278
99.89,14.15,0.370355113,114.6934676
99.94,14.15,0.347212246,118.5428373
99.99,14.15,0.325105205,122.5077158
100.04,14.15,0.304080318,126.5772491
100.09,14.15,0.284158265,130.741665
100.14,14.15,0.265339609,134.9921825
100.19,14.15,0.247609475,139.3209213
100.24,14.15,0.230941442,143.7208137
100.29,14.15,0.215300718,148.1855218
